industry,industryLabel,MaineFacility,facilityName,region
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110013917235,AUBURN MANUFACTURING,https://datacommons.org/browser/geoId/2300102060
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110038379064,ANGSTROM FIBER AUBURN LLC,https://datacommons.org/browser/geoId/2300102060
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002088419,BATES MILL COMPLEX CLEANUP SITE,https://datacommons.org/browser/geoId/2300138740
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002334091,W S LIBBY COMPANY,https://datacommons.org/browser/geoId/2300138740
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110013385657,MILLER INDUSTRIES INC,https://datacommons.org/browser/geoId/2300138740
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110057086825,"INSULSAFE TEXTILES, INC. - LE",https://datacommons.org/browser/geoId/2300138740
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007271898,WORUMBO MILL,https://datacommons.org/browser/geoId/2300140035
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110016749081,MILLER INDUSTRIES INC,https://datacommons.org/browser/geoId/2300140035
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070290319,"FIBER MATERIALS, INC.",https://datacommons.org/browser/geoId/2300360825
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007277936,EDWARDS MANUFACTURING,https://datacommons.org/browser/geoId/2301102100
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110001827783,TEX TECH INDUSTRIES INCORPORATED,https://datacommons.org/browser/geoId/2301146405
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000614121,WATERVILLE IND INC,https://datacommons.org/browser/geoId/2301180740
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000314534,CARLETON WOOLEN MILLS,https://datacommons.org/browser/geoId/2301186970
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000763111,ROBINSON MANUFACTURING COMPANY,https://datacommons.org/browser/geoId/2301756310
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110006513549,EASTLAND WOOLEN MILL SUPERFUND SITE,https://datacommons.org/browser/geoId/2301914310
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007401702,EASTLAND WOOLEN MILLS INC,https://datacommons.org/browser/geoId/2301914310
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070341395,NTENSION CORPORATION,https://datacommons.org/browser/geoId/2301932510
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110008053836,TRUE TEXTILES,https://datacommons.org/browser/geoId/2301949065
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110038948958,STRIAR TEXTILE MILL LIMITED PARTNERSHIP,https://datacommons.org/browser/geoId/2301955565
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007401766,TRUE TEXTILES INC - GUILFORD FACILITY,https://datacommons.org/browser/geoId/2302130095
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110008435256,BIDDEFORD INDUSTRIES,https://datacommons.org/browser/geoId/2303116725
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110008438208,NEWMAN GEORGE AND COMPANY,https://datacommons.org/browser/geoId/2303116725
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110001854084,INTERNATIONAL WOOLEN COMPANY INC,https://datacommons.org/browser/geoId/2303165725
http://w3id.org/fio/v1/naics#NAICS-313,Textile Mills,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007401873,US FELT MANUFACTURING CO INC,https://datacommons.org/browser/geoId/2303165725
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110021175477,ENEFCO INTERNATIONAL  LTD,https://datacommons.org/browser/geoId/2300102060
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110043645491,GLOBE FOOTWEAR LLC,https://datacommons.org/browser/geoId/2300102060
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110012461941,FALCON FOOTWEAR,https://datacommons.org/browser/geoId/2300138740
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070276875,QUODDY INC.,https://datacommons.org/browser/geoId/2300138740
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110041113176,SEBAGO INC - BRIDGTON,https://datacommons.org/browser/geoId/2300507170
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110003558454,EASTLAND SHOE MFG CO,https://datacommons.org/browser/geoId/2300526525
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110040175743,LL BEAN/SURACE BUILDING,https://datacommons.org/browser/geoId/2300526525
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110040752771,L L BEAN STONEWOOD DRIVE CAMPUS,https://datacommons.org/browser/geoId/2300526525
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110003558436,SEBAGO INC - GORHAM,https://datacommons.org/browser/geoId/2300528240
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110008434097,WOLVERINE SEBAGO,https://datacommons.org/browser/geoId/2300582105
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002088400,WILTON TANNING COMPANY,https://datacommons.org/browser/geoId/2300785850
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110015329928,CAMDEN TANNING CO,https://datacommons.org/browser/geoId/2301309725
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039664324,ROCKLAND LEATHERS,https://datacommons.org/browser/geoId/2301363590
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110008053596,"NEW BALANCE ATHLETICS, INC.",https://datacommons.org/browser/geoId/2301754000
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007273020,AC LAWRENCE LEATHER,https://datacommons.org/browser/geoId/2301756625
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002088464,ANSEWN SHOE CO,https://datacommons.org/browser/geoId/2301902795
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070278243,HIGHLAND SHOES LLC,https://datacommons.org/browser/geoId/2301906925
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000771852,DEXTER SHOE PLANT #5,https://datacommons.org/browser/geoId/2301917530
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110064779789,FASTCO CORPORATION,https://datacommons.org/browser/geoId/2301939475
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110001839583,PENOBSCOT SHOE COMPANY-OLD TOWN,https://datacommons.org/browser/geoId/2301955225
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000314749,TASMAN LEATHER GROUP LLC - HARTLAND,https://datacommons.org/browser/geoId/2302531740
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007274047,NEW BALANCE ATHLETIC SHOE,https://datacommons.org/browser/geoId/2302549835
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039680976,SAS PITTSFIELD,https://datacommons.org/browser/geoId/2302559005
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110041070337,"S.A.S. PITTSFIELD, INC.",https://datacommons.org/browser/geoId/2302559005
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110003554859,NEW BALANCE ATHLETIC SHOE INC,https://datacommons.org/browser/geoId/2302568910
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000603008,"PRIME TANNING COMPANY, INC",https://datacommons.org/browser/geoId/2303104720
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002088302,G W N CO,https://datacommons.org/browser/geoId/2303104860
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110001854075,N K L TANNING INC,https://datacommons.org/browser/geoId/2303164675
http://w3id.org/fio/v1/naics#NAICS-316,Leather and Allied Product Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110038930645,SACO TANNING CORP,https://datacommons.org/browser/geoId/2303164675
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110016687806,LEPAGE BAKERIES INC-LEWISTON,https://datacommons.org/browser/geoId/2300138740
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070276560,"LEPAGE BAKERIES-PARK STREET, LLC",https://datacommons.org/browser/geoId/2300138740
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070289879,"TM AND TM, INC.",https://datacommons.org/browser/geoId/2300140770
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000314669,MAINE FROZEN FOODS,https://datacommons.org/browser/geoId/2300310565
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007401757,GRIMES WAREHOUSE,https://datacommons.org/browser/geoId/2300310565
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000546749,"MCCAIN FOODS USA, INC. - EASTON, ME FACILITY",https://datacommons.org/browser/geoId/2300321380
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110063493508,MCCAIN FOODS POTATO FACILITY,https://datacommons.org/browser/geoId/2300321380
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000314687,ATLANTIC CUSTOM PROCESSORS,https://datacommons.org/browser/geoId/2300325615
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110038066730,INGREDION INCORPORATED,https://datacommons.org/browser/geoId/2300325615
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000314650,TATE & LYLE INGREDIENTS AMERICAS LLC,https://datacommons.org/browser/geoId/2300333980
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039670790,NATIONAL STARCH & CHEMICAL,https://datacommons.org/browser/geoId/2300335065
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110009913932,PINELAND FARMS POTATO COMPANY INC,https://datacommons.org/browser/geoId/2300343710
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002477613,MCCAIN PROCESSING INCORPORATED,https://datacommons.org/browser/geoId/2300360825
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110013247931,"MCCAIN FOODS USA, INC.",https://datacommons.org/browser/geoId/2300360825
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110041129588,MCCAIN FOODS USA INC - TATERMEAL,https://datacommons.org/browser/geoId/2300360825
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007272806,"MCCAIN FOODS USA, INC.",https://datacommons.org/browser/geoId/2300379270
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039667134,MCCAIN FOODS USA INC-WASHBURN,https://datacommons.org/browser/geoId/2300379270
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007273823,"PENOBSCOT MCCRUM, LLC",https://datacommons.org/browser/geoId/2300380285
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110064275911,MCCAIN FOODS INC,https://datacommons.org/browser/geoId/2300380285
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070790822,MCCRUM WASHBURN PLANT,https://datacommons.org/browser/geoId/2300380285
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070792341,PENOBSCOT MCCRUMB LLC,https://datacommons.org/browser/geoId/2300380285
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110056300079,PINELAND FARMS DAIRY COMPANY INC,https://datacommons.org/browser/geoId/2300528870
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000563621,BARBER FOODS,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000763022,DEERING ICE CREAM COMPANY,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110001839075,THE INITIATIVE FOR DIGITAL ENGINEERING AND LIFE SCIENCES,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002088375,OAKHURST DAIRY,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002088384,HP HOOD LLC,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110009913308,ISF TRADING COMPANY,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110012171997,FORMER JORDAN MEATS,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110013388235,MEGQUIER HILL FARMS,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110020579480,KERRY INGREDIENTS AND FLAVOURS,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110023013629,BARBER FOODS DISTRIBUTION CENTER,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110038943980,JOHN J NISSEN BAKING CO,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110054838039,"BARBER FOODS, LLC",https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110057830281,SCHLOTTERBECK & FOSS,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110064782007,BARBER FOODS - PRODUCTION FACILITY,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070284918,ADVANCE PIERRE FOODS,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070333603,ADVANCEPIERRE FOODS,https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070345170,"TYSON FOODS, INC.",https://datacommons.org/browser/geoId/2300560545
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070346967,ADJACENT BAKERY,https://datacommons.org/browser/geoId/2300566145
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070325274,"INLAND FRESH SEAFOOD CORPORATION OF AMERICA, INC.",https://datacommons.org/browser/geoId/2300571990
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070295658,AMATO'S BAKERY,https://datacommons.org/browser/geoId/2300582105
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000712328,HANCOCK FOODS INC.,https://datacommons.org/browser/geoId/2300923200
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110013313654,"MERRILL BLUEBERRY FARMS, INC.",https://datacommons.org/browser/geoId/2300930970
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110071284904,RTWB LLC/JASPER WYMAN & SON,https://datacommons.org/browser/geoId/2300930970
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110011127583,G M  ALLEN & SON INC,https://datacommons.org/browser/geoId/2300955505
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110001852353,TYSON WHOLESALE MEATS,https://datacommons.org/browser/geoId/2301102100
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110008437101,INTERSTATE BRANDS CORPORATION,https://datacommons.org/browser/geoId/2301102100
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110064783578,GOLD STAR FEED & GRAIN,https://datacommons.org/browser/geoId/2301102100
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039667107,OAKHURST DAIRY,https://datacommons.org/browser/geoId/2301180740
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000581512,FMC BIOPOLYMER FOOD INGREDIENTS,https://datacommons.org/browser/geoId/2301363590
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070299392,MAINE NATURAL HEALTH,https://datacommons.org/browser/geoId/2301380215
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070079234,MOOK SEA FARMS INC,https://datacommons.org/browser/geoId/2301570240
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070341555,"W. A. BEAN AND SONS, INC.",https://datacommons.org/browser/geoId/2301902795
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070325607,LITTLE LAD'S BAKERY,https://datacommons.org/browser/geoId/2301914380
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039672636,GARELICK FARMS OF MAINE,https://datacommons.org/browser/geoId/2301932510
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110001998321,H P HOOD,https://datacommons.org/browser/geoId/2301949065
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110002356370,LABREE'S,https://datacommons.org/browser/geoId/2301955225
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039680226,LABREE'S-OLD TOWN,https://datacommons.org/browser/geoId/2301955225
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110058129555,LABREE'S BAKERY,https://datacommons.org/browser/geoId/2301955225
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070291542,GAGNE FOODS,https://datacommons.org/browser/geoId/2302303355
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110043630354,"GIFFORD'S ICE CREAM, INC.",https://datacommons.org/browser/geoId/2302568910
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110013388182,PENOBSCOT FROZEN FOODS,https://datacommons.org/browser/geoId/2302703950
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110023011220,"PENOBSCOT MCCRUM, LLC",https://datacommons.org/browser/geoId/2302703950
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110064784513,MID COAST FROZEN LLC,https://datacommons.org/browser/geoId/2302703950
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070282969,"PENOBSCOT MCCRUM, LLC",https://datacommons.org/browser/geoId/2302703950
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000726331,CHERRYFIELD FOODS,https://datacommons.org/browser/geoId/2302912455
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110007273501,JASPER WYMAN & SON MANUFACTURING FACILITY,https://datacommons.org/browser/geoId/2302912455
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110020155767,CHERRYFIELD FOODS,https://datacommons.org/browser/geoId/2302912455
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039667232,CHERRYFIELD FOODS INC; FARM DIVISION,https://datacommons.org/browser/geoId/2302912455
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110039496328,JASPER WYMAN & SON C & D CORP,https://datacommons.org/browser/geoId/2302916865
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110000568724,MAINE WILD BLUEBERRY CO,https://datacommons.org/browser/geoId/2302941960
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070285664,"CHERRYFIELD FOODS, INC.",https://datacommons.org/browser/geoId/2302941960
http://w3id.org/fio/v1/naics#NAICS-311,Food Manufacturing,http://w3id.org/fio/v1/epa-frs-data#d.FRS-Facility.110070286871,MAINE WILD BLUEBERRY COMPANY,https://datacommons.org/browser/geoId/2302941960
